isbn13,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count
,Sāhitya-koselī,Jīvendradeva Girī,Nepali Literature,"Souvenir of Surkhetī Kalyāṇa Samāja; comprises short stories, poems, essays.",1996,0.0,148,0
,Sevārata nijāmatī sāhityakāraharu,Rāmaprasāda Panta,Nepali Literature,"Anthology of poems, short stories, and essays by various authors.",2004,0.0,160,0
,Līlādr̮shṭi,Unknown,Nepali Literature,Contributed articles on 20th century Nepali literature.,1999,0.0,90,0
,Yugadarśana,Mahendra Bir Bikram Shaha Deva Maharajadhiraja of Nepal,Nepali Literature,"A Nepali literary work titled 'Yugadarśana' by Mahendra Bir Bikram Shaha Deva Maharajadhiraja of Nepal, featuring the stories, culture and voice of Nepal.",1962,0.0,220,0
,Vārtāharū,Unknown,Nepali Literature,"A Nepali literary work titled 'Vārtāharū' by Unknown, featuring the stories, culture and voice of Nepal.",1971,0.0,98,0
,Tesro parikramā,Kumāra Ghisiṅa; Harena Āle,Nepali Literature,"A Nepali literary work titled 'Tesro parikramā' by Kumāra Ghisiṅa, featuring the stories, culture and voice of Nepal.",1977,0.0,383,0
,Indreṇī,Agamasiṃha Girī,Nepali Literature,"A Nepali literary work titled 'Indreṇī' by Agamasiṃha Girī, featuring the stories, culture and voice of Nepal.",1964,0.0,105,0
,Nepālī  sāhityako sāum̐-akshara,Paras Mani Pradhan,Nepali Literature,"A Nepali literary work titled 'Nepālī  sāhityako sāum̐-akshara' by Paras Mani Pradhan, featuring the stories, culture and voice of Nepal.",1969,0.0,141,0
,Nailo pravāha,Sī. Ema Ṭhakuro; Sūrya Suvedī,Nepali Literature,"A Nepali literary work titled 'Nailo pravāha' by Sī. Ema Ṭhakuro, featuring the stories, culture and voice of Nepal.",1978,0.0,99,0
9789937299077.0,"Sāhityika paramparā, pratibhā ra sr̥janā",Devendra Aryāla Ām̐su,Nepali Literature,Compilations of literary writings of well known Nepali writers; includes brief profiles of the authors.,2013,0.0,214,0
,Bhānubhaktadekhi tesro āyāma samma,Tārānātha Śarmā,Nepali Literature,"A Nepali literary work titled 'Bhānubhaktadekhi tesro āyāma samma' by Tārānātha Śarmā, featuring the stories, culture and voice of Nepal.",1970,0.0,256,0
,Sāhitya sambandhī duī-cāra kurā,Śyāma Prasāda,Nepali Literature,"A Nepali literary work titled 'Sāhitya sambandhī duī-cāra kurā' by Śyāma Prasāda, featuring the stories, culture and voice of Nepal.",1965,0.0,91,0
,Sāhityako adhyayana,Ratna Dhoj Joshi,Nepali Literature,"A Nepali literary work titled 'Sāhityako adhyayana' by Ratna Dhoj Joshi, featuring the stories, culture and voice of Nepal.",1966,0.0,285,0
,Yuga preranā,Unknown,Nepali Literature,"A Nepali literary work titled 'Yuga preranā' by Unknown, featuring the stories, culture and voice of Nepal.",1966,0.0,216,0
,Sandarbha ra mūlyāṅkana,Dayārāma Śreshṭha,Nepali Literature,"A Nepali literary work titled 'Sandarbha ra mūlyāṅkana' by Dayārāma Śreshṭha, featuring the stories, culture and voice of Nepal.",1968,0.0,90,0
,Yātrāko yo lāmo krama,Līlā Siṃha Karmā,Nepali Literature,"A Nepali literary work titled 'Yātrāko yo lāmo krama' by Līlā Siṃha Karmā, featuring the stories, culture and voice of Nepal.",1982,0.0,97,0
,Sūryavikrama Jñavālī smr̥ti-grantha,"Thāpā, Devakumārī",Nepali Literature,"A Nepali literary work titled 'Sūryavikrama Jñavālī smr̥ti-grantha' by Thāpā, Devakumārī, featuring the stories, culture and voice of Nepal.",1987,0.0,176,0
,Bihāna,Unknown,Nepali Literature,By various Nepali writers.,1992,0.0,164,0
,Kābhrelī,Kr̥shṇaprasāda Parājulī,Nepali Literature,"By various Nepali writers from Kābhre Palāncoka District, Nepal.",1993,0.0,88,0
,Nepālī sāhitya,Candreśvara Dube,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhitya' by Candreśvara Dube, featuring the stories, culture and voice of Nepal.",1981,0.0,123,0
,Sagaramāthā Añcala Sāhitya-Semināra aṅka,"Sagaramāthā Añcala Sāhitya Semināra Bhojpur, Nepal 1964 or 5.",Nepali Literature,"A Nepali literary work titled 'Sagaramāthā Añcala Sāhitya-Semināra aṅka' by Sagaramāthā Añcala Sāhitya Semināra Bhojpur, Nepal 1964 or 5., featuring the stories, culture and voice of Nepal.",1964,0.0,56,0
,Ṭebala gapha : nau baiṭhaka,"Śarmā, Rāmakr̥shṇa",Nepali Literature,"A Nepali literary work titled 'Ṭebala gapha : nau baiṭhaka' by Śarmā, Rāmakr̥shṇa, featuring the stories, culture and voice of Nepal.",1971,0.0,62,0
,Saptaśāradīya,"Śarmā, Rāmakr̥shṇa",Nepali Literature,"A Nepali literary work titled 'Saptaśāradīya' by Śarmā, Rāmakr̥shṇa, featuring the stories, culture and voice of Nepal.",1968,0.0,78,0
,Vicaraṇa,Vāsudeva Tripāṭhī,Nepali Literature,"A Nepali literary work titled 'Vicaraṇa' by Vāsudeva Tripāṭhī, featuring the stories, culture and voice of Nepal.",1971,0.0,193,0
,Sahityapathaka yatriharu,Indrakumāra Vikalpa,Nepali Literature,Brief biodata and sampling of writings of Nepali authors from Parvat District of Nepal.,2005,0.0,214,0
,Ḍoṭelī lokasāhitya,Deva Kānta Panta,Nepali Literature,"A Nepali literary work titled 'Ḍoṭelī lokasāhitya' by Deva Kānta Panta, featuring the stories, culture and voice of Nepal.",1975,0.0,209,0
9789937594004.0,Eloquent hills,Michael Hutt,Nepali Literature,"A Nepali literary work titled 'Eloquent hills' by Michael Hutt, featuring the stories, culture and voice of Nepal.",2012,0.0,193,0
9789994667024.0,Nepālī bhāshāsāhityako antarrāshṭriya vistāra,Narendrarāja Prasāī,Nepali Literature,Contributed articles on the globalization of Nepali language and literature.,2010,0.0,324,0
9789937689960.0,Prajñā bāla sāhitya vivecanā,Vinaya Kumāra Kasajū; Nepāla Prajñā Pratishṭhāna,Nepali Literature,Study on children's literature in Nepali; contributed articles.,2017,0.0,288,0
,"Kehī sādhaka, kehī sādhanā",Droṇa Upādhyāya,Nepali Literature,"A Nepali literary work titled 'Kehī sādhaka, kehī sādhanā' by Droṇa Upādhyāya, featuring the stories, culture and voice of Nepal.",2008,0.0,88,0
,Nepālī sāhityako itihāsa,Tārānātha Śarmā,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhityako itihāsa' by Tārānātha Śarmā, featuring the stories, culture and voice of Nepal.",1970,0.0,339,0
9789994685011.0,Telako dhūpa,Govinda Girī Preraṇā,Nepali Literature,"A Nepali literary work titled 'Telako dhūpa' by Govinda Girī Preraṇā, featuring the stories, culture and voice of Nepal.",1994,0.0,126,0
9789993350828.0,Paścimī baleṃsīkā bāchiṭā,Govinda Rāja Bhaṭṭarāī,Nepali Literature,Articles on modern Nepali literature; previously published in various journals.,1992,0.0,250,0
,"Siṅgo Nepālī bhāshā, sāhityako itihāsa ra sāhityakāraharuko paricaya",Rāma Prasāda Dāhāla,Nepali Literature,History of Nepali literature and language; includes brief biographical sketches of 20th century Nepali authors.,1997,0.0,454,0
,Nayām̐ goreṭotira--,Sonāma Chirīṅa,Nepali Literature,Transcript of interviews with some Nepali writers from India.,1991,0.0,107,0
9789937205368.0,Tarkaharuko vipakshamā,Shravaṇa Mukāruṅga,Nepali Literature,"Collection of articles on modern Nepali literature, prefaces to Nepali literary works, and interviews with Nepali authors.",2008,0.0,104,0
9789937030885.0,Jagadambā Nepālī sāhityako br̥hat itihāsa,Mādhavaprasāda Pokharela; Dayārāma Śreshṭha,Nepali Literature,"A Nepali literary work titled 'Jagadambā Nepālī sāhityako br̥hat itihāsa' by Mādhavaprasāda Pokharela, featuring the stories, culture and voice of Nepal.",2017,0.0,0,0
,Sayapatrī,Isvar Baral,Nepali Literature,"A Nepali literary work titled 'Sayapatrī' by Isvar Baral, featuring the stories, culture and voice of Nepal.",1969,0.0,308,0
,Humlāko loka sāhitya,Humakānta Pāṇḍe,Nepali Literature,Nepali Folk literature from Humla district of Nepal.,2001,0.0,74,0
9789937905336.0,Ujyālākā bīu,Saroja Dhitāla,Nepali Literature,Collection of essays on different themes.,2015,0.0,281,0
,Deśavyāpī Nepālī Sāhitya Seminārako vivaraṇa,"Deśavyāpī Nepālī Sāhitya Semināra (1966 Rampur, Nepal)",Nepali Literature,"A Nepali literary work titled 'Deśavyāpī Nepālī Sāhitya Seminārako vivaraṇa' by Deśavyāpī Nepālī Sāhitya Semināra (1966 Rampur, Nepal), featuring the stories, culture and voice of Nepal.",1967,0.0,267,0
,Hāmro loka sāhitya,Līlā Siṃha Karmā,Nepali Literature,"A Nepali literary work titled 'Hāmro loka sāhitya' by Līlā Siṃha Karmā, featuring the stories, culture and voice of Nepal.",1966,0.0,176,0
,Nepālī gadya saṅgraha,Unknown,Nepali Literature,"A Nepali literary work titled 'Nepālī gadya saṅgraha' by Unknown, featuring the stories, culture and voice of Nepal.",1968,0.0,0,0
,Lokavāṅmayakā koselī,Humakānta Pāṇḍe,Nepali Literature,Collection of folk literature from western Nepal and Tarai region of Nepal.,2013,0.0,74,0
9789937273534.0,Māsṭara Mitrasena ra unakā sirjanā,Mitrasena,Nepali Literature,Selections of a Nepali author.,2013,0.0,254,0
,Birsieko saṃskr̥ti,"Guruṅa, Ema. Ema.",Nepali Literature,"A Nepali literary work titled 'Birsieko saṃskr̥ti' by Guruṅa, Ema. Ema., featuring the stories, culture and voice of Nepal.",1980,0.0,73,0
9789993354000.0,"Kehī anuśīlana, kehī abhivyakti",Śivaprasāda Bhaṭṭarāī,Nepali Literature,Articles on the works of modern Nepali authors; previously published in various magazines.,2002,0.0,94,0
,Prācīna gadyākhyāna,Śaradcandra Śarmā,Nepali Literature,Study of classical Nepali fiction and narrative literature.,1985,0.0,170,0
9789937047663.0,Samāja parivartanamā saṃskr̥tikarmī,Vijaya Subbā,Nepali Literature,Chiefly on literature and art in Nepal.,2017,0.0,262,0
9780728601383.0,Napali,Michael Hutt,Nepali Literature,"A Nepali literary work titled 'Napali' by Michael Hutt, featuring the stories, culture and voice of Nepal.",1988,0.0,264,0
,Nepalʹskai͡a︡ literatura,L. A. Aganina,Nepali Literature,"A Nepali literary work titled 'Nepalʹskai͡a︡ literatura' by L. A. Aganina, featuring the stories, culture and voice of Nepal.",1964,0.0,180,0
9789937865449.0,Pūrvīya sāhitya siddhāntako adhyayana,Narahari Upādhyāya Gautama,Nepali Literature,Study on literature of eastern Nepal with special reference to Nepali poetry.,2012,0.0,115,0
9781784974589.0,House of snow,Ranulph Fiennes; Ed Douglas,Nepali Literature,"""In April 2015, catastrophic earthquakes left Nepal devastated. Over 7,000 people lost their lives and more than twice as many were injured. Hundreds of thousands were made homeless and UNESCO World Heritage sites were destroyed. HOUSE OF SNOW is the biggest, most comprehensive and most beautiful collection of writing about Nepal in print. It includes over 50 excerpts of fiction and non-fiction inspired by the breathtaking landscapes and rich cultural heritage of this fascinating country. Here are explorers and mountaineers, poets and political journalists, national treasures and international stars such as Michael Palin and Jon Krakauer, Laxmiprasad Devkota and Manjushree Thapa--all hand-picked by well-known authors and scholars of Nepali literature including Samrat Upadhyay, Michael Hutt, Isabella Tree and Thomas Bell. All profits from sales will be donated to charities providing relief from the 2015 earthquakes""--",2016,0.0,570,0
9789993311386.0,Nepālī lokasāhitya,Cūḍāmaṇi Regmī,Nepali Literature,Study on the folk literature of Nepal.,2001,0.0,384,0
,Loka sāhityaḥ sidhdānta ra viśleshaṇa,Śambhu Prasāda Koirālā,Nepali Literature,Comprehensive study on folk literature of Nepal.,1998,0.0,152,0
,Nepālī jana-sāhitya,Kajiman Kandamba,Nepali Literature,"A Nepali literary work titled 'Nepālī jana-sāhitya' by Kajiman Kandamba, featuring the stories, culture and voice of Nepal.",1963,0.0,125,0
9789993318040.0,Lokasāhityako avalokana,Jīvendradeva Girī,Nepali Literature,Study on the Nepali folk literature.,2000,0.0,160,0
9789937810531.0,Nepālī sāhityamā uttaraādhunika samālocanā,Lakshmaṇaprasāda Gautama,Nepali Literature,Postmodernism in Nepali literature; a study.,2009,0.0,184,0
,Lokavārtā,Droṇa Upādhyāya,Nepali Literature,"A Nepali literary work titled 'Lokavārtā' by Droṇa Upādhyāya, featuring the stories, culture and voice of Nepal.",2008,0.0,162,0
9788126017041.0,Indradhanusha,"Lāmā, Āra. Pī.",Nepali Literature,"A Nepali literary work titled 'Indradhanusha' by Lāmā, Āra. Pī., featuring the stories, culture and voice of Nepal.",1990,0.0,143,0
,Nepālī lokasāhityako jhalaka,Ravilāla Adhikārī,Nepali Literature,"A Nepali literary work titled 'Nepālī lokasāhityako jhalaka' by Ravilāla Adhikārī, featuring the stories, culture and voice of Nepal.",2008,0.0,96,0
,Kathāko vikāsa-prakriyā,Mohan Raj Sharma,Nepali Literature,On the origin and development of legends and tales in various countries; a study.,1979,0.0,259,0
9789994658862.0,Simānta ākāśa,Netra Eṭama,Nepali Literature,Transcripts of interviews with modern Nepali author talking about their life and works.,2006,0.0,472,0
,Patra-sañcayana,Unknown,Nepali Literature,"Collection of letters written by Nepali authors to Vanamālī Nirākāra, discussing Nepali literature.",2007,0.0,132,0
9789937819831.0,Sirjanā ra dr̥shṭikoṇa,Sūrya Suvedī,Nepali Literature,Transcript of interviews with well known Nepali authors; chiefly about their writings.,2013,0.0,612,0
,Ḍā. Lakshmaṇa Śastrī smr̥tigrantha,Unknown,Nepali Literature,"Festschrift honoring Laksmaṇa Śāstrī, Nepali litterateur; comprises articles on his life and works.",1993,0.0,115,0
9789937211260.0,Lamajuṅako sāhityika itihāsa,Vijayarāja Nyaupāne,Nepali Literature,"On the history of Nepali literature of Lumjung district, Nepal; with introduction of various litterateur from the district.",2011,0.0,427,0
9789993328872.0,Nepālī vāṅmayakā sādhaka ra sādhanā,Tulasīprasāda Bhaṭṭarāī,Nepali Literature,Articles on the works of Nepali authors; includes brief biographies.,2009,0.0,254,0
,Pahalamānasiṃha Svārā smr̥ti grantha,Unknown,Nepali Literature,"A Nepali literary work titled 'Pahalamānasiṃha Svārā smr̥ti grantha' by Unknown, featuring the stories, culture and voice of Nepal.",1982,0.0,350,0
,Śailīvijñāna,Mohan Raj Sharma,Nepali Literature,"On stylistics, with reference to Nepali literature.",1991,0.0,250,0
,Śailīvijñāna,Ghanaśyāma Nepāla,Nepali Literature,On Nepali literature; a stylistic approach.,1992,0.0,184,0
,Dasa autāra,Bhairava Prasāda Aryāla,Nepali Literature,"A Nepali literary work titled 'Dasa autāra' by Bhairava Prasāda Aryāla, featuring the stories, culture and voice of Nepal.",1977,0.0,84,0
,Nepālīkā kehī ādhunika sāhityakāra,Mohanarāja Śarmā,Nepali Literature,On selected modern Nepali litterateurs and their works.,1984,0.0,277,0
,Mātr̥bhāshākā cārapāta,Viśvambharakumāra Śarmā,Nepali Literature,On Nepali literature and grammar.,1990,0.0,128,0
9789937910125.0,Kājola Khātuna,Phūlamāna Vala,Nepali Literature,"A Nepali literary work titled 'Kājola Khātuna' by Phūlamāna Vala, featuring the stories, culture and voice of Nepal.",2016,0.0,197,0
,Śraddhāñjalī,Ṭīkā Ḍhuṅgela,Nepali Literature,On the life and works of selected Nepali authors from Nepal and India.,2017,0.0,120,0
,Antarvārtā,Śyāma Prasāda,Nepali Literature,"Transcript of an interview with Śyāma Prasāda, b. 1929, Nepali author, on Nepali literature and other issues.",1994,0.0,54,0
9788190297820.0,Sarjaka saṃvāda,Sudarśana Śreshṭha,Nepali Literature,Transcripts of interviews with Nepali authors from India; chiefly about their life and works and Nepali literature from India.,2006,0.0,401,0
,Sr̥shṭākā svaraharu,Sudarśana Śreshṭha,Nepali Literature,"Transcript of interviews with award winning Indian Nepali authors, chiefly about their writings.",2003,0.0,142,0
9789937200875.0,Sirjanaśīla parisaṃvāda,Sudarśana Śreshṭha,Nepali Literature,"Transcript of interviews with Indian Nepali writers, chiefly about their writings.",2007,0.0,470,0
9789384815202.0,Kehī vyakti ani vyaktitvaharū,Ena. Pī. Esa Niraulā,Nepali Literature,On the life and works of selected Nepali authors from Nepal and India.,2017,0.0,176,0
,Ke kina bhaniyo?,Dr. Kavita Ram Shrestha,Nepali Literature,On the folk tales from Nepal; articles.,2001,0.0,250,0
,Āñcalikatā ani Nepālī kehī upanyāsaharu,Dila Śreshṭha,Nepali Literature,Regionalism in Indian Nepali novels; a study.,2001,0.0,153,0
9788172014803.0,Bhāratīya Nepālī sāhitya,Unknown,Nepali Literature,Anthology of nationalist Nepali literature.,1994,0.0,244,0
9789937800471.0,Nepālī bālavāṅmaya paricayakośa,Pramoda Pradhāna,Nepali Literature,Annotated bibliography of Nepali children literature.,2008,0.0,591,0
,Yuga-jyoti,Mahendra Bir Bikram Shaha Deva Maharajadhiraja of Nepal,Nepali Literature,"A Nepali literary work titled 'Yuga-jyoti' by Mahendra Bir Bikram Shaha Deva Maharajadhiraja of Nepal, featuring the stories, culture and voice of Nepal.",1963,0.0,139,0
9788126015771.0,Bīsauṃ śatābdīko Bhāratīya Nepālī nārī lekhana,Unknown,Nepali Literature,Collection of 20th century writings of Indian Nepali women authors.,2002,0.0,232,0
9789993306009.0,Atītakā pānā,Śiva Regmī,Nepali Literature,Articles on the history of Nepali literary journals.,2006,0.0,191,0
,Nepālī sāhityika patra-patrikā,Unknown,Nepali Literature,Bibliography of Nepali literary magazines.,2008,0.0,394,0
9789937283748.0,Ādhunika Nepālī nibandhamā hāsyavyaṅgya,Sukarāja Rāī,Nepali Literature,Study on the element of satire in modern Nepali essays.,2014,0.0,388,0
,Ukhāna milena!,Kamalmani Acharya Dixit,Nepali Literature,"A Nepali literary work titled 'Ukhāna milena!' by Kamalmani Acharya Dixit, featuring the stories, culture and voice of Nepal.",1980,0.0,100,0
,"Sthana, kala, patra",Jagadīśa Ghimire,Nepali Literature,"Travel experiences, articles on Nepali literature, and transcript of interviews with literary personalities.",2009,0.0,159,0
9789937589031.0,Sāhityakāra-kalākara paricaya kośa,Vishṇu Prabhāta,Nepali Literature,Bio-bibliographical dictionary of Nepali authors and artists.,2013,0.0,711,0
9789993327486.0,Lokasāhitya ra sāṃskrt̥ikā kehī pāṭāharu,Manohara Lāmichāne,Nepali Literature,Collection of articles on Nepali folk literature and folk culture.,2008,0.0,164,0
,Nepālī sāhityako aitihāsika paricaya,Tārānātha Śarmā,Nepali Literature,Brief history of Nepali literature.,1972,0.0,101,0
,Children's literature in Nepal,Unknown,Nepali Literature,"A Nepali literary work titled 'Children's literature in Nepal' by Unknown, featuring the stories, culture and voice of Nepal.",1998,0.0,0,0
,Nepālī aura Hindī,Mathura Datt Pandey,Nepali Literature,"A Nepali literary work titled 'Nepālī aura Hindī' by Mathura Datt Pandey, featuring the stories, culture and voice of Nepal.",1970,0.0,318,0
,"Kehī kr̥ti, kehī smr̥ti",Raj Narayan Pradhan,Nepali Literature,"A Nepali literary work titled 'Kehī kr̥ti, kehī smr̥ti' by Raj Narayan Pradhan, featuring the stories, culture and voice of Nepal.",1973,0.0,248,0
,Sāhitya-paricaya,Himāṃśu Thāpā,Nepali Literature,"A Nepali literary work titled 'Sāhitya-paricaya' by Himāṃśu Thāpā, featuring the stories, culture and voice of Nepal.",1980,0.0,308,0
,Cahakadāra mainṭola ra pilapile lālaṭina,Pushkara Lohanī,Nepali Literature,"A Nepali literary work titled 'Cahakadāra mainṭola ra pilapile lālaṭina' by Pushkara Lohanī, featuring the stories, culture and voice of Nepal.",1980,0.0,144,0
,Avalokana ra vivecana,Gopīkr̥shṇa Śarmā,Nepali Literature,Articles on 20th century Nepali literature.,1987,0.0,136,0
,Sāhityika pratibhā ra mūlyāṅkana,Viśvanātha Bhaṭṭarāī,Nepali Literature,"A Nepali literary work titled 'Sāhityika pratibhā ra mūlyāṅkana' by Viśvanātha Bhaṭṭarāī, featuring the stories, culture and voice of Nepal.",1989,0.0,108,0
9789993324225.0,Samālocanāko svarūpa,Netra Eṭama,Nepali Literature,Articles on modern Nepali literature.,2004,0.0,246,0
,Samālocanāko bāṭomā,Hīrāmaṇi Śarmā Pauḍyāla,Nepali Literature,Critical articles on Nepali literature; most previously published.,1984,0.0,316,0
,"Kehī sāhityika kr̥ti, kehī ātma dr̥shṭi",Hariprasāda Timasinā,Nepali Literature,Articles on 20th century Nepali literature.,1987,0.0,107,0
,Vyakti-abhivyakti,Gaṇeśa Bhaṇḍārī,Nepali Literature,Articles on the works of modern Nepali authors.,1999,0.0,205,0
,Samālocanāharū,Śivaprasāda Satyāla,Nepali Literature,"A Nepali literary work titled 'Samālocanāharū' by Śivaprasāda Satyāla, featuring the stories, culture and voice of Nepal.",1988,0.0,244,0
,Bhaktidekhi līlāsamma,Vishṇukumāra Bhaṭṭarāī,Nepali Literature,Articles on the works of selected Nepali authors.,2000,0.0,166,0
,Nepāla bāhira Nepālī sāhityika gatividhi,H. B. Navapānīya,Nepali Literature,"A Nepali literary work titled 'Nepāla bāhira Nepālī sāhityika gatividhi' by H. B. Navapānīya, featuring the stories, culture and voice of Nepal.",1968,0.0,98,0
9789993311355.0,Prakirna Paryavekshana,Mahadeva Avasthi,Nepali Literature,"A Nepali literary work titled 'Prakirna Paryavekshana' by Mahadeva Avasthi, featuring the stories, culture and voice of Nepal.",2001,0.0,104,0
,"Kehī kr̥ti, kehī abhivyakti",Cittarañjana Nepālī,Nepali Literature,Articles on some important literary works in Nepali language.,2001,0.0,116,0
,Ālocanā ra sāhitya,Mādhavalāla Karmācārya,Nepali Literature,"A Nepali literary work titled 'Ālocanā ra sāhitya' by Mādhavalāla Karmācārya, featuring the stories, culture and voice of Nepal.",1965,0.0,176,0
,Viveka ra manthana,Bāmadeva Pahāṛī,Nepali Literature,Articles on Nepali literature.,1985,0.0,128,0
9789994658169.0,Yathārthavādī Nepālī samālocanā,Ghanaśyāma Ḍhakāla,Nepali Literature,Contributed articles on modern Nepali literature.,2005,0.0,645,0
,Sāhitya Akādemī ani paccīsa vārshakā puraskr̥ta Nepālī sāhitya,Unknown,Nepali Literature,Study on the works of Sahitya Akademi award winning Indian Nepali authors; includes pen-portraits of the authors.,2003,0.0,248,0
9789993334316.0,Bheṭekā pustaka ṭipekā kurā,Lāṭo Sāthī,Nepali Literature,Articles on modern Nepali literature; previously published in various magazines.,2002,0.0,94,0
9789994657742.0,Madana puraskāra,Cittarañjana Nepālī,Nepali Literature,"Addresses delivered at the Madana Puraskara, highest literary award in Nepal.",2005,0.0,582,0
,Kr̥ti-smr̥ti,Rāma Prasāda Dāhāla,Nepali Literature,"A Nepali literary work titled 'Kr̥ti-smr̥ti' by Rāma Prasāda Dāhāla, featuring the stories, culture and voice of Nepal.",1988,0.0,110,0
,Br̥hat samālocanā,Unknown,Nepali Literature,"A Nepali literary work titled 'Br̥hat samālocanā' by Unknown, featuring the stories, culture and voice of Nepal.",1989,0.0,892,0
,Nepālabāhira Nepālī sāhitya ra saṃskr̥ti,Ḍillīrāja Śarmā,Nepali Literature,"An account of literary activities outside Nepal, chiefly from Sikkim, and West Bengal, India.",1995,0.0,130,0
,Bhojapurako sāhityika rūparekhā,Viplava Ḍhakāla,Nepali Literature,"On the literary history of Bhojpur, Nepal.",1992,0.0,104,0
,Ālocanāko vr̥tta,Bāmadeva Pahāḍī,Nepali Literature,Articles on contemporary Nepali literature.,1997,0.0,181,0
,Vicārakā kehī kshaṇa,Bāmadeva Pahāḍī,Nepali Literature,Articles on 20th century Nepali literature.,1995,0.0,96,0
9789937250184.0,Lokākshara,Devīprasāda Vanavāsī,Nepali Literature,Articles chiefly on Nepali literature; includes travelogue and interview of the author.,2012,0.0,112,0
,Manthana,Unknown,Nepali Literature,"Articles, chiefly on Nepali literature.",1989,0.0,135,0
,Vivecana,Unknown,Nepali Literature,Contributed articles on Nepali literature.,1990,0.0,144,0
,"Vyakti, kr̥ti ra pravr̥tti",Gaṅgāprasāda Upretī,Nepali Literature,Articles on modern Nepali literature.,2001,0.0,134,0
,Dhavalāgirikā puraskr̥ta kr̥ti ra vihaṅgama dr̥shṭi,Prema Choṭā,Nepali Literature,"Contributed articles on Nepali literature from Dhawalāgiri Zone, Nepal.",2000,0.0,95,0
9788192664163.0,Sampūraka,Indrabahādura Rāī,Nepali Literature,Articles on 20th century Nepali literature.,2014,0.0,186,0
9789937801645.0,Vāṅmayakā kurā,Chāyādatta Nyaupāne Bagara,Nepali Literature,Articles on modern Nepali literature.,2012,0.0,148,0
9789937245807.0,Antarrāshṭriya Nepālī ḍāyasporā prājñīka adhyayana,Gītā Khatrī; Homanātha Suvedī; Prakāśa Nepāla,Nepali Literature,"Contributed articles, chiefly on Nepali literature by Nepali authors settled in US.",2011,0.0,194,0
9789993308652.0,Kṛtiparikramā,Kumārabahādura Jośī,Nepali Literature,Articles on modern Nepali literature.,2010,0.0,134,0
,Abhiyānakā śabda sārathi,Prabhāta Sāpakoṭā,Nepali Literature,"Life and works of four Nepali authors, who are winner of Abhiyana award.",2011,0.0,132,0
,Sindhulīkā sr̥shṭā,Kulaprasāda Koirālā,Nepali Literature,On the works of Nepali authors from Sindhuli district of Nepal.,2012,0.0,263,0
9789937541237.0,Nepālī parvatīya sāhitya,Khema Koirālā,Nepali Literature,Contributed articles on Nepali literature from hill regions of Nepal.,2012,0.0,350,0
,Ḍā. Jīvendra Deva Girī,Shesh Raj Shiwakoti,Nepali Literature,"Contributed articles on the works of Jīvendradeva Girī, Nepali critic.",2012,0.0,172,0
,Pūrvāñcala samālocanā-saṅgraha,Narendra Cāpāgāīṃ,Nepali Literature,"A Nepali literary work titled 'Pūrvāñcala samālocanā-saṅgraha' by Narendra Cāpāgāīṃ, featuring the stories, culture and voice of Nepal.",1988,0.0,551,0
9789937321266.0,Sāhityako adhyayana ra mulyāṅkanakā drs̥hṭikoṇa,Aniruddha Timasinā,Nepali Literature,Articles on modern Nepali literature.,2011,0.0,163,0
,Nepālī sāhitya,Rameśaprasāda Bhaṭṭarāī,Nepali Literature,Articles on 20th century Nepali literature.,2013,0.0,220,0
9789993309710.0,Ratna br̥hat Nepālī samālocanā,Rājendra Suvedī; Lakshmaṇaprasāda Gautama,Nepali Literature,Contributed articles on the theoritical and applied aspects of Nepali literary criticism.,2011,0.0,0,0
,Samakālīna samālocanā,Krishna Pradhan,Nepali Literature,Contemporary literary criticism.,1996,0.0,186,0
,Nepālī vāṅmayakā viśishṭa sādhaka ra unakā sādhanāko abhirekhāṅkana,Dadhirāja Suvedī,Nepali Literature,On Nepali literature and 20th century authors.,1987,0.0,122,0
,Pratibhā ra prastuti,Dadhirāja Suvedī,Nepali Literature,"A Nepali literary work titled 'Pratibhā ra prastuti' by Dadhirāja Suvedī, featuring the stories, culture and voice of Nepal.",1988,0.0,86,0
,Sirjanāyā vivecanā,Candramāna Vajrācārya,Nepali Literature,Criticism on Nepali literature.,1996,0.0,86,0
,Sāhityika samīkshāsaṅgraha,Bhānubhakta Pokharela,Nepali Literature,Articles on Nepali literature.,1998,0.0,261,0
,Fourteen flowers of Nepal,Unknown,Nepali Literature,"A Nepali literary work titled 'Fourteen flowers of Nepal' by Unknown, featuring the stories, culture and voice of Nepal.",2011,0.0,95,0
,Vivecana,Unknown,Nepali Literature,"A Nepali literary work titled 'Vivecana' by Unknown, featuring the stories, culture and voice of Nepal.",1989,0.0,128,0
9789937284134.0,Sāhityika avalokana,Kr̥shṇarāja Adhikārī,Nepali Literature,Critical essays on Nepali literature; some previously published.,2014,0.0,282,0
,Sājhā samālocanā,Unknown,Nepali Literature,"A Nepali literary work titled 'Sājhā samālocanā' by Unknown, featuring the stories, culture and voice of Nepal.",1969,0.0,513,0
9789937523134.0,Samīkshā sandarbha,Tejavilāsa Adhikārī,Nepali Literature,Articles on Nepali literature from Pokhara.,2008,0.0,108,0
9789937322515.0,Prāyogika samālocanā,Rajanī Ḍhakāla,Nepali Literature,Articles on 20th century Nepali literature.,2013,0.0,142,0
