isbn13,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count
9781849418362.0,Bear Grylls,Bear Grylls,Nepali Literature,"When Beck Granger is ship-wrecked in the open seas, he needs all of his survival skills to save a small group of passengers.

But the sinking was no accident. In order to stay alive, he’ll have to work out who wants him dead, and why.

That is, if the sharks don’t get him first . . .",2014,3.0,344,3
,Nepālarāṣṭriyapustakālasthahastalikhitapustakānām sūcīpatram,Rāshṭriya Pustakālaya (Nepal),Nepali Literature,"A Nepali literary work titled 'Nepālarāṣṭriyapustakālasthahastalikhitapustakānām sūcīpatram' by Rāshṭriya Pustakālaya (Nepal), featuring the stories, culture and voice of Nepal.",1964,0.0,0,0
9780792248354.0,Climbing Mount Everest,Brigitte Muir,Nepali Literature,"Literacy focus: vocabulary, identifying prefixes and suffixes, using descriptive words, decoding compound words, following a sequence of events, distinguishing fact from opinion, making observations. Social studies focus: gives a first-person account of climbing the world's highest peak.",2004,0.0,24,0
,"Histoire de la conquête du Népâl par les Chinois, sous le règne de Tc̲'ienn lonḡ (1792)",Yuan Wei,Nepali Literature,"A Nepali literary work titled 'Histoire de la conquête du Népâl par les Chinois, sous le règne de Tc̲'ienn lonḡ (1792)' by Yuan Wei, featuring the stories, culture and voice of Nepal.",1879,0.0,32,0
9781608180707.0,To the top of Mount Everest,Valerie Bodden,Nepali Literature,"""A history of Edmund Hillary and Tenzing Norgay's 1953 summit of Mt. Everest, detailing the challenges encountered, the individuals involved, the discoveries made, and how the expedition left its mark upon the world""--Provided by publisher.",2011,0.0,0,0
9780898126686.0,To the top of Mount Everest,Valerie Bodden,Nepali Literature,"""A history of Edmund Hillary and Tenzing Norgay's 1953 summit of Mt. Everest, detailing the challenges encountered, the individuals involved, the discoveries made, and how the expedition left its mark upon the world""--Provided by publisher.",2012,0.0,48,0
9781555321666.0,Nepal,Hitomi Watanabe; Marylee Knowlton; Mark J. Sachner,Nepali Literature,"Describes the life of ten-year-old girl in Kathmandu, who dreams of being a doctor, and discusses Nepal's ethnic groups, religion, government, education, industry, geography, and history.",1987,0.0,63,0
9781467700160.0,Secrets of the sky caves,Sandra K. Athans,Nepali Literature,This book describes how mountaineers and archeologists are investigating and exploring Nepal's Mustang cliffs and caves.,2014,0.0,64,0
9781550748147.0,To the top of Everest,Laurie Skreslet; Elizabeth MacLeod,Nepali Literature,"The author, who became the 131st person to reach the peak of Mount Everest in 1982, recounts his experience, and explains how his achievement came with a heavy price as he and his expedition faced hidden crevasses, blinding snowstorms, horrible altitude sickness, and more. Skreslet shares details of the climb, which is illustrated with full-color photos.",2001,0.0,56,0
9780778711759.0,Conquering Everest,Natalie Hyde,Nepali Literature,"A Nepali literary work titled 'Conquering Everest' by Natalie Hyde, featuring the stories, culture and voice of Nepal.",2014,0.0,48,0
9783882800371.0,Dialekt und Erzählungen der Nangchenpas,Margret Causemann,Nepali Literature,"A Nepali literary work titled 'Dialekt und Erzählungen der Nangchenpas' by Margret Causemann, featuring the stories, culture and voice of Nepal.",1989,0.0,413,0
9780585093819.0,Nepal,Jacquiline Touba; Barbara Glasser; Chandra Bahadur Ale,Nepali Literature,"Using a painting by a Nepalese boy as illustration, discusses what life is like in the country of Nepal.",1997,0.0,24,0
9780761365068.0,Everest,Sandra K. Athans,Nepali Literature,"A Nepali literary work titled 'Everest' by Sandra K. Athans, featuring the stories, culture and voice of Nepal.",2013,0.0,0,0
9780792272229.0,Mystery on Everest,Audrey Salkeld,Nepali Literature,"A Nepali literary work titled 'Mystery on Everest' by Audrey Salkeld, featuring the stories, culture and voice of Nepal.",2000,0.0,64,0
9781604134209.0,Sir Edmund Hillary,Samuel Willard Crompton; Samuel Etinde Crompton,Nepali Literature,"A Nepali literary work titled 'Sir Edmund Hillary' by Samuel Willard Crompton, featuring the stories, culture and voice of Nepal.",2009,0.0,0,0
9789813202542.0,Mighty Mira Based on the Story,Chloe Chick; Natalie Kwee,Nepali Literature,"A Nepali literary work titled 'Mighty Mira Based on the Story' by Chloe Chick, featuring the stories, culture and voice of Nepal.",2016,0.0,0,0
9781626172913.0,Edmund Hillary reaches the top of Everest,Nelson Yomtov,Nepali Literature,"""Exciting illustrations follow Edmund Hillary's journey up Mount Everest. The combination of brightly colored panels and leveled text is intended for students in grades 3 through 7""--",2016,0.0,24,0
9780966225778.0,Tigers in Terai,Amanda Lumry,Nepali Literature,"Riley travels with his Cousin Alice, Aunt Martha and Uncle Max to the Terai region of Nepal and India to research the dwindling tiger population.",2003,0.0,30,0
9781626172906.0,Amelia Earhart flies across the Atlantic,Nelson Yomtov,Nepali Literature,"""Exciting illustrations follow the events of Amelia Earhart's flight across the Atlantic. The combination of brightly colored panels and leveled text is intended for students in grades 3 through 7""--",2016,0.0,24,0
9780831752415.0,On Top of the World,Mary Ann Fraser,Nepali Literature,"Describes the final stages of the conquest of Mount Everest on May 29, 1953, by Sir Edmund Hillary and Tenzing Norgay.",1991,0.0,0,0
9789380741246.0,"Conquering Everest
            
                Campfire Biography",Lewis Helfand,Nepali Literature,"A Nepali literary work titled 'Conquering Everest
            
                Campfire Biography' by Lewis Helfand, featuring the stories, culture and voice of Nepal.",2011,0.0,0,0
9781741144147.0,Its true! Everest kills,"Wilson, Kim, 1969-",Nepali Literature,"A Nepali literary work titled 'Its true! Everest kills' by Wilson, Kim, 1969-, featuring the stories, culture and voice of Nepal.",2006,0.0,88,0
9783447056199.0,Kleine Schriften,Siegfried Lienhard,Nepali Literature,"A Nepali literary work titled 'Kleine Schriften' by Siegfried Lienhard, featuring the stories, culture and voice of Nepal.",2007,0.0,505,0
9781554392346.0,Canadians on Everest,Bruce Patterson,Nepali Literature,"A Nepali literary work titled 'Canadians on Everest' by Bruce Patterson, featuring the stories, culture and voice of Nepal.",2006,0.0,144,0
9780786851720.0,Sold,Patricia McCormick,Nepali Literature,"Lakshmi is a thirteen-year-old girl who lives with her family in a small hut in the mountains of Nepal. Her family is desperately poor, but her life is full of simple pleasures, like raising her black-and-white speckled goat, and having her mother brush her hair by the light of an oil lamp. But when the harsh Himalayan monsoons wash away all that remains of the family’s crops, Lakshmi’s stepfather says she must leave home and take a job to support her family.

He introduces her to a glamorous stranger who tells her she will find her a job as a maid working for a wealthy woman in the city. Glad to be able to help, Lakshmi undertakes the long journey to India and arrives at “Happiness House” full of hope. But she soon learns the unthinkable truth: she has been sold into prostitution.

An old woman named Mumtaz rules the brothel with cruelty and cunning. She tells Lakshmi that she is trapped there until she can pay off her family’s debt – then cheats Lakshmi of her meager earnings so that she can never leave.

Lakshmi’s life becomes a nightmare from which she cannot escape. Still, she lives by her mother’s words – “Simply to endure is to triumph” – and gradually, she forms friendships with the other girls that enable her to survive in this terrifying new world. Then the day comes when she must make a decision – will she risk everything for a chance to reclaim her life?

Written in spare and evocative vignettes, this powerful novel renders a world that is as unimaginable as it is real, and a girl who not only survives but triumphs.",2006,5.0,272,9
9780263119763.0,Miracle man,Joanna Mansell,Nepali Literature,"He offered the unusual and exotic.
To many, a trek in the Oriental splendor of mountainous Nepal was the perfect vacation. But not to Lacey.
She loved her new job as secretary to Marcus Caradin, the brilliant, energetic owner of a travel agency for the adventuresome. She was pleased that they worked so well together, and that there was no awkward sexual tension between them.
Then Marcus insisted she accompany him on a trip to India and Nepal and experience firsthand the tours the agency offered. But once they had left the confines of the office, their safe, sexless relationship suddenly and disturbingly began to fall apart...",1988,3.25,187,4
9780750028271.0,Toot & Puddle,Holly Hobbie,Nepali Literature,"Toot and Puddle are best friends with very different interests, so when Toot spends the year travelling around the world, Puddle enjoys receiving his postcards.",1997,4.67,32,3
9781555845919.0,The inheritance of loss,Kiran Desai,Nepali Literature,"In a crumbling, isolated house at the foot of Mount Kanchenjunga in the Himalayas lives an embittered judge who wants only to retire in peace, when his orphaned granddaughter, Sai, arrives on his doorstep. The judgeʼs cook watches over her distractedly, for his thoughts are often on his son, Biju, who is hopscotching from one gritty New York restaurant to another. Kiran Desaiʼs brilliant novel, published to huge acclaim, is a story of joy and despair. Her characters face numerous choices that majestically illuminate the consequences of colonialism as it collides with the modern world. Winner of 2006 Man Booker Prize.",2005,3.83,342,6
9780709031680.0,Love in the Clouds,Barbara Cartland,Nepali Literature,"Chandra Wardell, daughter of a world-renowned Sanskrit scholar, learns that her father has been commissioned to journey to Nepal to search for an ancient manuscript. Chandra is thrilled--till she discovers that the invitation, extended by staunch woman-hater Lord Frome, does not include her. When Chandra's father suffers a mild heart attack, Chandra, who knows every aspect of her father's work, decided to take his place! She endures the difficult mountain journey... proves her scholarly proficiency... and ultimately falls in love!

Chandra heard Lord Frome's footsteps and the light came nearer as he moved down the dark passageway. He put first the candlem then the pistol back on the table and without warning, pulled her roughly against him. his lips came down on hers and helf her captive. Suddenly Chandra felt a wild rapture that was inexpressible, rising up through her body from her breast into her lips.

""This is love, she thought, ""love as I always knew it would be... Yet how? Lord Frome despised her.

""I have hated women for so long,"" he whispered, ""that I did not know how different you were, how very, very different, my precious one. I have been fighting frantically against admitting it... even to myself... but I have loved you for a long time!""",1979,5.0,178,1
9789151000640.0,Tintin au Tibet,Hergé,Nepali Literature,Tintin searches for his lost friend Tchang.,1960,3.57,62,7
9780330511667.0,Paths of Glory,Jeffrey Archer,Nepali Literature,"Some people have dreams that are so outrageous that if they were to achieve them, their place in history would be guaranteed. Francis Drake, Robert Scott, Percy Fawcett, Charles Lindbergh, Amy Johnson, Edmund Hillary and Neil Armstrong are among such individuals.

But what if one man had such a dream, and when he'd achieved it, there was no proof that he had fulfilled his ambition?

*Paths of Glory* is the story of such a man. But not until you've turned the last page of this extraordinary novel, will you be able to decide if George Mallory should be added to this list of legends, because if he were, another name would have to be removed.",2009,2.75,400,4
9780061195747.0,Black Order,James Rollins,Nepali Literature,"A Nepali literary work titled 'Black Order' by James Rollins, featuring the stories, culture and voice of Nepal.",2006,0.0,509,0
9780748132645.0,The Abominable,Dan Simmons,Nepali Literature,"""A thrilling tale of high-altitude death and survival set on the snowy summits of Mount Everest, from the bestselling author of The Terror. It's 1924 and the race to summit the world's highest mountain has been brought to a terrified pause by the shocking disappearance of George Mallory and Sandy Irvine high on the shoulder of Mt. Everest. By the following year, three climbers -- a British poet and veteran of the Great War, a young French Chamonix guide, and an idealistic young American -- find a way to take their shot at the top. They arrange funding from the grieving Lady Bromley, whose son also disappeared on Mt. Everest in 1924. Young Bromley must be dead, but his mother refuses to believe it and pays the trio to bring him home. Deep in Tibet and high on Everest, the three climbers -- joined by the missing boy's female cousin -- find themselves being pursued through the night by someone, or something. This nightmare becomes a matter of life and death at 28,000 feet-- but what is pursuing them? And what is the truth behind the 1924 disappearances on Everest? As they fight their way to the top of the world, the friends uncover a secret far more abominable than any mythical creature could ever be. A pulse-pounding story of adventure and suspense, The Abominable is Dan Simmons at his spine-chilling best""--

""It's 1924 and the race to summit the world's highest mountain has been brought to a terrified pause by the shocking disappearance of George Mallory and Sandy Irvine high on the shoulder of Mt. Everest. By the following year, three climbers -- a British poet and veteran of the Great War, a young French Chamonix guide, and an idealistic young American -- find a way to take their shot at the top. They arrange funding from the grieving Lady Bromley, whose son also disappeared on Mt. Everest in 1924. Young Bromley must be dead, but his mother refuses to believe it and pays the trio to bring him home. Deep in Tibet and high on Everest, the three climbers -- joined by the missing boy's female cousin -- find themselves being pursued through the night by someone ... or something. This nightmare becomes a matter of life and death at 28,000 feet-- but what is pursuing them? And what is the truth behind the 1924 disappearances on Everest? As they fight their way to the top of the world, the friends uncover a secret far more abominable than any mythical creature could ever be. A pulse-pounding story of adventure and suspense, The Abominable is Dan Simmons at his spine-chilling best""--",2013,3.0,663,1
,Love in the Clouds / Imperial Splendour,Barbara Cartland,Nepali Literature,"LOVE IN THE CLOUDS: Chandra Wardell, daughter of a world-renowned Sanskrit scholar, learns that her father has been commissioned to journey to Nepal to search for an ancient manuscript. Chandra is thrilled--till she discovers that the invitation, extended by staunch woman-hater Lord Frome, does not include her. When Chandra's father suffers a mild heart attack, Chandra, who knows every aspect of her father's work, decided to take his place! She endures the difficult mountain journey... proves her scholarly proficiency... and ultimately falls in love!

IMPERIAL SPLENDOUR: When handsome Duke of Welminster arrived in St. Petersburg to discuss the news of Napoleon's advance on Moscow. At that point, love is the furthest thing from his mind! Then, invited to the home of an old friend, Princess Sonia, the duke realizes that the princess sees him as a potential husband for her daughter, Tania. But as Tania and a young friend dance for him, it is the friend, Zoia, and not Tania, who captures his attention. Zoia is a beguiling young woman whose mother fell into disgrace by marrying beneath her station, and whose father, a French musician, still lives in the threatened city of Moscow. Suddenly, mystically, the duke finds himself under her spell.",1979,0.0,251,0
9781846868665.0,Chandra's magic light,Theresa Heine,Nepali Literature,"Chandra and her sister Deena see a demonstration of a ""magic light,"" a solar-powered lantern, at a market near their home in Nepal and are determined to buy one, knowing it will help their little brother's cough to stop using kerosene lamps. Includes facts about Nepal.",2013,0.0,36,0
9780312874995.0,Escape from Kathmandu,Kim Stanley Robinson,Nepali Literature,"Living in the city of Kathmandu in the Kingdom of Nepal are dozens of American and British expatriates who are in love with the Himalayas. George Fergusson is one of them--he works as a trek guide for ""Take You Higher, Ltd."", leading groups of tourists into the back country and occasionally assisting on serious climbs. George ""Freds"" Fredericks is another--a tall, easy-going American who converted to Buddhism while in college. He visited Nepal one year and never went home.

The adventures started when George and Freds got together over the capture of a Yeti--an abominable snowman--by a scientific expedition. The thought of such a wild and mysterious creature in captivity--in prison--was too much for them to bear. And in freeing the Yeti, a great partnership was born. George and Freds will go on to greater heights as they explore the mysteries of Nepal, from Shangri-La to Kathmandu's governmental bureaucracy, in Escape from Kathmandu by Kim Stanley Robinson.",1989,0.0,320,0
9781250209115.0,The Gurkha and the Lord of Tuesday,Saad Z. Hossain,Nepali Literature,"When the djinn king Melek Ahmar wakes up after millennia of imprisoned slumber, he finds a world vastly different from what he remembers. Arrogant and bombastic, he comes down the mountain expecting an easy conquest: the wealthy, spectacular city state of Kathmandu, ruled by the all-knowing, all-seeing tyrant AI Karma. To his surprise, he finds that Kathmandu is a cut-price paradise, where citizens want for nothing and even the dregs of society are distinctly unwilling to revolt. Everyone seems happy, except for the old Gurkha soldier Bhan Gurung. Knife saint, recidivist, and mass murderer, he is an exile from Kathmandu, pursuing a forty-year-old vendetta that leads to the very heart of Karma. Pushed and prodded by Gurung, Melek Ahmer finds himself in ever deeper conflicts, until they finally face off against Karma and her forces. In the upheaval that follows, old crimes will come to light and the city itself will be forced to change.",2019,3.5,168,4
9781850891321.0,The waiting land,Dervla Murphy,Nepali Literature,"A Nepali literary work titled 'The waiting land' by Dervla Murphy, featuring the stories, culture and voice of Nepal.",1967,0.0,216,0
9780439405065.0,The Contest,Gordon Korman,Nepali Literature,"A Nepali literary work titled 'The Contest' by Gordon Korman, featuring the stories, culture and voice of Nepal.",2002,0.0,144,0
9780439959582.0,The Cobra King of Kathmandu,Philip Kerr,Nepali Literature,"In the third book of the bestselling *Children of the Lamp* series, djinn twins, John and Philippa Gaunt, are on the trail of another magical mystery. As they travel from New York to London to Nepal and India on a whirlwind adventure, the twins try to help their friend and fellow djinn, Buck, find out who murdered his friend using the venomous snakebite of the king cobra. All too soon, John and Philippa find themselves caught up in the lethal world of the Cult of the Nine Cobras, only to discover that they themselves are a target of the creepy cobra cult.",2006,3.0,373,1
9780399236259.0,"I, Doko",Ed Young,Nepali Literature,"Doko is only a simple basket. It is not only grain from the field that he carries--he has also carried his master's child, and wood for the fire. He was there when the child became a man and married. And he very nearly had to carry the grandfather away forever. Luckily, someone wise beyond their years spoke up and made it possible for Doko to carry the grandfather home again instead.
As ever, Ed Young has taken a simple fable and made it into a masterpiece of stunning illustration and expert storytelling. This beautiful and unique book celebrates the generations with great originality.",2004,0.0,32,0
9780671554996.0,The mystery of the Hindu temple,Laura Lee Hope,Nepali Literature,"The Bobbsey twins travel to Nepal, where they become involved in investigating the theft of valuable Hindu temple treasures.",1985,0.0,126,0
9781621480051.0,Namaste!,Diana Cohn,Nepali Literature,"Whenever Nima meets someone on her long walk to the market village in Nepal, she brings her hands together with her fingers almost touching her chin, bows her head slightly, and says ""Namaste,"" which means ""the light in me meets the light in you."" Includes information on the geography, culture, and people of Nepal.",2009,0.0,32,0
9780316396585.0,The White Road,Sarah Lotz,Nepali Literature,"Desperate to attract subscribers to his fledgling website, ex-adrenaline junkie Simon Newman undertakes two life-risking ventures, one in the notorious Cwm Pot caves and another scaling Everest, that force him to test the limits of his morality and wits in order to survive.",2017,0.0,304,0
9780241962428.0,Above all things,Tanis Rideout,Nepali Literature,"“Above All Things” relates the gripping story of Mallory's third and final attempt to conquer Mount Everest. He wass 37 and married, with three small children.",2012,0.0,400,0
9780553378399.0,Walking to Mercury,Starhawk,Nepali Literature,"In The Fifth Sacred Thing, readers fell in love with Maya Greenwood, the 98-year-old writer who led Northern California's successful 21st century rebellion against a racist, totalitarian regime of the South. Walking to Mercury takes readers back to the 20th century and powerfully dramatizes the forces that shaped this extraordinary woman.The book opens and closes with the middle-aged Maya struggling with a profound personal and spiritual crisis. The culminating factor has been her mother's death, and now Maya embarks on a trek in the Himalayas, intending to sprinkle her mother's ashes at the base of Mt. Everest and finally lay to rest her tumultuous past. At rest stops in tiny Tibetan villages, she reads diary pages her lover Johanna has tucked into her bag—the diary Johanna kept throughout their shared youth during the Vietnam era.In vivid flashbacks to those radical days, we accompany the young Maya as she awakens to the summer of love, joins the anti-war movement, and enters into a relationship with the abusive, alcoholic Rio. She finally gathers the strength to break free and seek her own true path, which takes her from the streets of Manhattan to the mountains of Mexico. Eventually she emerges, stronger and wiser, infused with the wisdom of the earth and the spirit of the goddess. Traveling through the landscape of memories helps Maya reclaim her past and foreshadows the miraculous events readers of The Fifth Sacred Thing know her to be capable of in the future.",1998,0.0,489,0
9780393051728.0,City of ghosts,Johanna Stoberock,Nepali Literature,"""Following a whirlwind romance, Isabel Grady has moved halfway around the world to be with her new husband, Danny - formerly her best friend's lover. Far from her apartment in New York City, Isabel finds herself living at the top of an ancient, vine-covered palace. The colors of Nepal are brighter than those at home. The smells are more intense. The sounds are dizzying. The dense heat of the tropical summer gives way each afternoon torrential rains.

Overwhelmed by the strangeness of the city but mesmerized as well, Isabel thrills to her new life even as it throws her off balance."".

""Left alone in the strange city while Danny leads treks into the mountains, Isabel begins to piece together the truth about her enigmatic husband at the same time that she struggles to carve out a place and identify for herself in this new land. But when she learns that her old friend Anna, Danny's former lover, is coming to Kathmandu, suddenly it seems that her new surroundings and her buried past are conspiring to destroy the life she has created.""--BOOK JACKET.",2003,0.0,301,0
9781846865572.0,The abominable snowman,Fran Parnell,Nepali Literature,A Nepalese tale in which a lazy boy who is cast out of his home by his exasperated mother reaps rewards during an encounter with an abominable snowman.,2011,5.0,48,1
9780099415244.0,White,Rosie Thomas,Nepali Literature,372 p. ; 24 cm,2000,0.0,464,0
9781416577874.0,The Ascent,Jeff Long,Nepali Literature,"A Nepali literary work titled 'The Ascent' by Jeff Long, featuring the stories, culture and voice of Nepal.",1992,0.0,286,0
9781419700859.0,Drachen der Finsternis,Antonia Michaelis,Nepali Literature,"Niemand weiß um Nepals Thronfolger, der einst unsichtbar auf die Welt kam. Gleichwohl liegen die Geschicke des Landes einzig in Jumars Hand: Er ist es, der sich auf den Weg in die schneebedeckten Berge macht, um den Aufständischen Einhalt zu gebieten, die seinen Vater stürzen wollen. Gleichzeitig schwebt jedoch noch eine andere Bedrohung über dem Land - die Schatten ebenso schöner wie beängstigender Drachen lassen die Menschen in Städten und Dörfern zu Bronzestatuen werden. Jumars Suche nach den Drachen und den Aufständischen wird schon bald zu einer Suche nach der Wahrheit. Und Jumar ahnt, dass es nur eine Möglichkeit gibt, sein Volk zu retten. Er muss einen Weg finden, sichtbar zu werden.",2008,0.0,508,0
9780812933406.0,Death zone,Matt Dickinson,Nepali Literature,"A filmmaker describes his experiences on an Everest expedition during the storm of 1996 that claimed twelve lives, offering a personal view of the triumphs and risks of mountaineering.",1997,0.0,224,0
9780060165062.0,In a high and lonely place,Steven Voien,Nepali Literature,"A Nepali literary work titled 'In a high and lonely place' by Steven Voien, featuring the stories, culture and voice of Nepal.",1992,0.0,518,0
9781512432053.0,A dog named Haku,Margarita Engle,Nepali Literature,"It's the Festival of Lights in Nepal, and today is the day to honor dogs! Brothers Alu and Bhalu wander the streets of Kathmandu, passing by twirling kites and bamboo swings, looking for a dog to feed. But as night falls, their task begins to feel hopeless, until they spot a small black dog who is in need of a friend. This sweet story presents an important Hindu holiday through the eyes of two young boys, making it relatable for both those familiar with the holiday and those reading about it for the first time.",2018,0.0,0,0
9780553102338.0,Walking to Mercury,Starhawk,Nepali Literature,"A Nepali literary work titled 'Walking to Mercury' by Starhawk, featuring the stories, culture and voice of Nepal.",1997,0.0,489,0
9788129116291.0,Facing my phantoms,Sheeba Shivangini Shah,Nepali Literature,Fictional rendering of the most tumultuous period of Nepalese history from the 1930s till the present day.,2010,0.0,281,0
9780613585057.0,The Summit,Gordon Korman,Nepali Literature,"Quatres jeunes sont choisis pour être les plus jeunes à gravir l'Everest. L'équipe est composée des quatre adolescents et de quatre adultes qui devront affronter ensemble plusieurs difficultés au péril de leur vie. Un récit très réaliste sur le monde de l'alpinisme, ses périls et ses rivalités. [SDM].",2002,0.0,154,0
9780060756574.0,Covergirl,Maura Moynihan,Nepali Literature,"Maura Moynihan's first novel, Covergirl, blends reality and fiction in a brilliant and exciting roman a clef that draws richly from the author's own adventures as a Warhol Girl and from her many years of working with Tibetan refugees in Asia. Meet Veronica Ferris, the daughter of an imperious socialite and a kindly but absent diplomat. Fresh out of college, Veronica lands in Manhattan in pursuit of romance, disco, and rock 'n' roll — an arrival that threatens to usurp her mother's ambitious assault on New York high society. Maintaining her ""double life"" as a talented partygoer and a bearer of the esteemed Ferris family name is a high-wire act that requires far more cunning and restraint than young Veronica initially realizes. With its unforgettable heroine and wry, highly entertaining voice, Covergirl is at once a poignant coming-of-age tale, a delightful social satire, and a vibrant modern-day odyssey.",2006,0.0,272,0
9780690827316.0,To Katmandu,Arnold Dobrin,Nepali Literature,"A boy too young to climb mountains or make pilgrimages realizes he must do things ""within his power to do.""",1972,0.0,48,0
9781571974501.0,The transformation of Nepal,Quentin W. Lindsey,Nepali Literature,"A Nepali literary work titled 'The transformation of Nepal' by Quentin W. Lindsey, featuring the stories, culture and voice of Nepal.",2005,0.0,386,0
9782371190375.0,Das größere Wunder,Thomas Glavinic,Nepali Literature,"Jonas ist Tourist in einer Todeszone, er nimmt an einer Expedition zum Gipfel des Mount Everest teil. Während des qualvollen Aufstiegs hängt er seinen Erinnerungen nach. An seine wilde Kindheit, an das grausame Schicksal seines Bruders Mike, an seine endlosen Reisen nach Havanna, Tokio, Jerusalem und Oslo. Und schließlich an die magische Begegnung mit Marie, seiner großen Liebe, die sein ganzes Leben verändert. Thomas Glavinics neuer Roman ist eine Expedition ins Ungewisse - ein unvergleichliches Buch, packend und verstörend zugleich, von einer leidenschaftlichen Energie und enormen Suggestivkraft. Und ein Buch der Liebe.",2013,0.0,455,0
,Come to Shanta Bhawan!,Alice Cobb,Nepali Literature,"A Nepali literary work titled 'Come to Shanta Bhawan!' by Alice Cobb, featuring the stories, culture and voice of Nepal.",1963,0.0,142,0
9789937216586.0,Rāto ām̐su,Kanhaiya Nāsananī,Nepali Literature,On the 1990 movement for the restoration of democracy in Nepal.,2009,0.0,315,0
9789937512114.0,Khoi mero Nepāla,Mahendraprakāśa Sivākoṭī,Nepali Literature,Historical novel based on the political events in Nepal.,2009,0.0,150,0
9780823418503.0,Close Encounters of A Third-World Kind,Jennifer J. Stewart,Nepali Literature,"Twelve-year-old Annie is reluctant to travel to a village in Nepal for her father's two-month medical mission, but once there she assists at the clinic, makes friends with a local girl, and has adventures that change her life.",2004,0.0,148,0
9780006387411.0,Mammoth hunt,John Blashford-Snell; Rula Lenska,Nepali Literature,"A Nepali literary work titled 'Mammoth hunt' by John Blashford-Snell, featuring the stories, culture and voice of Nepal.",1997,0.0,264,0
9780330332965.0,Little Buddha,Gordon McGill,Nepali Literature,"A Nepali literary work titled 'Little Buddha' by Gordon McGill, featuring the stories, culture and voice of Nepal.",1994,0.0,170,0
9780971279827.0,The eye of the Buddha,James Dane,Nepali Literature,"A Nepali literary work titled 'The eye of the Buddha' by James Dane, featuring the stories, culture and voice of Nepal.",2001,0.0,208,0
,The silver chain,Dan Smolka,Nepali Literature,"A Nepali literary work titled 'The silver chain' by Dan Smolka, featuring the stories, culture and voice of Nepal.",2003,0.0,230,0
9788120816831.0,Under the painted eyes,Ferd Mahler,Nepali Literature,"A Nepali literary work titled 'Under the painted eyes' by Ferd Mahler, featuring the stories, culture and voice of Nepal.",1999,0.0,426,0
,The search =,Gitākesarī.,Nepali Literature,"A Nepali literary work titled 'The search =' by Gitākesarī., featuring the stories, culture and voice of Nepal.",1999,0.0,202,0
,Over the mountains,Mani Dixit,Nepali Literature,"A Nepali literary work titled 'Over the mountains' by Mani Dixit, featuring the stories, culture and voice of Nepal.",1995,0.0,152,0
9789994677740.0,Maoist in the house,Tom McCaughey,Nepali Literature,"A Nepali literary work titled 'Maoist in the house' by Tom McCaughey, featuring the stories, culture and voice of Nepal.",2007,0.0,180,0
9789937924528.0,Monsoon,Arne Drews,Nepali Literature,"A Nepali literary work titled 'Monsoon' by Arne Drews, featuring the stories, culture and voice of Nepal.",2018,0.0,113,0
9780993758614.0,Because,Jack A Langedijk,Nepali Literature,"""Robert had reached the summit of many mountains. His adventures took him to unimaginable heights, yet his greatest achievements were not in conquering these majestic beauties, but in his ability to reach people in need. That is, until he's the one facing the toughest climb of his life. Roberto Sanchez is living the dream; one could say the man had it all. He is blessed with a beautiful wife and daughter who complete him. A career that reaches at-risk kids that brings him true joy. Then a tragic accident leads Robert to a chasm of dark despair. Although his interventions have reached many, he found he is incapable of helping himself off the edge of a cliff, jeopardizing his career, his marriage, and himself. 'because' takes us on a journey of two Roberts as he struggles to find a way to once again believe"" --Goodreads.",2014,0.0,384,0
9781484728543.0,What elephants know,Eric Dinerstein,Nepali Literature,"In the threatened jungle of the Borderlands between Nepal and India during the 1970s, an orphaned boy discovers his fate as a great elephant driver.",2016,0.0,273,0
9780091801175.0,High Risk,Matt Dickinson,Nepali Literature,"A Nepali literary work titled 'High Risk' by Matt Dickinson, featuring the stories, culture and voice of Nepal.",1999,0.0,256,0
,The bending reed,Deepak S. Rana,Nepali Literature,"A Nepali literary work titled 'The bending reed' by Deepak S. Rana, featuring the stories, culture and voice of Nepal.",2004,0.0,152,0
9789937866699.0,Ādhā jūna,Jhalaka Suvedī,Nepali Literature,On communist movement in Nepal.,2013,0.0,276,0
9788185693620.0,The change,Rishikeshab Raj Regmi.,Nepali Literature,"A Nepali literary work titled 'The change' by Rishikeshab Raj Regmi., featuring the stories, culture and voice of Nepal.",2002,0.0,80,0
,Saṃsāra br̥tti sādhana,Mohanraj Bajracharya,Nepali Literature,Edifying Buddhist stories.,1971,0.0,190,0
,Vanditā,Pratāpanārāyaṇa Śrīvāstava,Nepali Literature,"A Nepali literary work titled 'Vanditā' by Pratāpanārāyaṇa Śrīvāstava, featuring the stories, culture and voice of Nepal.",1968,0.0,220,0
,Parivartana,"Khagendra, Ke. Sī.",Nepali Literature,Novel based on the historical facts and events of Nepal.,1994,0.0,202,0
,Māṭokā kehī bun̐dāharū,Nīravikrama Pyāsī,Nepali Literature,"A Nepali literary work titled 'Māṭokā kehī bun̐dāharū' by Nīravikrama Pyāsī, featuring the stories, culture and voice of Nepal.",1981,0.0,82,0
9789937021586.0,Krāntivīrako sapanā,Pradīpa Nepāla,Nepali Literature,"Novel based on the life of Rāmaprasāda Rāī, 1908-1951, Nepali revolutionary.",2017,0.0,119,0
